//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/ScreenReader.framework/Versions/A/Frameworks/ScreenReaderOutput.framework/Versions/A/ScreenReaderOutput
// arch:    arm64e
// uuid:    8D95A0B7-11A6-3BC0-8587-5982351691AD
// text:    0x0000000266447000
// count:   5204 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000266449590  0x000000c4  __TEXT,__text  func  -[NSAttributedString(SCROAttributedStringExtras) getRange:ofAttribute:]
0x0000000266449654  0x00000100  __TEXT,__text  func  -[NSAttributedString(SCROAttributedStringExtras) getRange:ofAttribute:withValue:]
0x0000000266449754  0x00000114  __TEXT,__text  func  -[NSAttributedString(SCROAttributedStringExtras) deepCopyWithZone:]
0x0000000266449868  0x00000050  __TEXT,__text  func  -[NSAttributedString(SCROAttributedStringExtras) scrAttributedStringByTrimmingTrailingNewlines]
0x00000002664498b8  0x00000120  __TEXT,__text  func  -[NSMutableAttributedString(SCROAttributedStringExtras) scrAttributedStringTrimTrailingNewlines]
0x00000002664499d8  0x0000000c  __TEXT,__text  func  +[SCROBrailleClient logBrailleRequests:]
0x00000002664499e4  0x00000008  __TEXT,__text  func  -[SCROBrailleClient init]
0x00000002664499ec  0x0000019c  __TEXT,__text  func  -[SCROBrailleClient initWithDelegate:]
0x0000000266449b88  0x000000d4  __TEXT,__text  func  -[SCROBrailleClient dealloc]
0x0000000266449c5c  0x0000004c  __TEXT,__text  func  -[SCROBrailleClient _setupDeviceDetection]
0x0000000266449ca8  0x00000020  __TEXT,__text  func  -[SCROBrailleClient _deviceConnected:]
0x0000000266449cc8  0x00000098  __TEXT,__text  func  -[SCROBrailleClient setKeepConnectionAlive:]
0x0000000266449d60  0x00000008  __TEXT,__text  func  -[SCROBrailleClient keepConnectionAlive]
0x0000000266449d68  0x0000011c  __TEXT,__text  func  -[SCROBrailleClient _deathTimerHandler]
0x0000000266449e84  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setWantsServerStayAliveAfterLastClientUnregisters:]
0x0000000266449efc  0x0000000c  __TEXT,__text  func  -[SCROBrailleClient connectionClass]
0x0000000266449f08  0x00000160  __TEXT,__text  func  -[SCROBrailleClient _lazyConnection]
0x000000026644a068  0x000006d4  __TEXT,__text  func  -[SCROBrailleClient _registerDelegate]
0x000000026644a73c  0x000000f4  __TEXT,__text  func  -[SCROBrailleClient setDelegate:]
0x000000026644a830  0x0000002c  __TEXT,__text  func  -[SCROBrailleClient delegate]
0x000000026644a85c  0x00000068  __TEXT,__text  func  -[SCROBrailleClient loadDisplayWithBluetoothDeviceAddress:]
0x000000026644a8c4  0x00000068  __TEXT,__text  func  -[SCROBrailleClient loadTactileGraphicsDisplayWithBLEIdentifier:]
0x000000026644a92c  0x00000068  __TEXT,__text  func  -[SCROBrailleClient removeDisplayWithBluetoothDeviceAddress:]
0x000000026644a994  0x00000068  __TEXT,__text  func  -[SCROBrailleClient setTableIdentifier:]
0x000000026644a9fc  0x00000068  __TEXT,__text  func  -[SCROBrailleClient setInputTableIdentifier:]
0x000000026644aa64  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setAlwaysUsesNemethCodeForTechnicalText:]
0x000000026644aadc  0x00000064  __TEXT,__text  func  -[SCROBrailleClient alwaysUsesNemethCodeForTechnicalText]
0x000000026644ab40  0x0000007c  __TEXT,__text  func  -[SCROBrailleClient isConfigured]
0x000000026644abbc  0x0000005c  __TEXT,__text  func  -[SCROBrailleClient driverConfiguration]
0x000000026644ac18  0x000000bc  __TEXT,__text  func  -[SCROBrailleClient setMainAttributedString:]
0x000000026644acd4  0x00000050  __TEXT,__text  func  -[SCROBrailleClient pendingMainAttributedString]
0x000000026644ad24  0x00000088  __TEXT,__text  func  -[SCROBrailleClient mainAttributedString]
0x000000026644adac  0x00000080  __TEXT,__text  func  -[SCROBrailleClient setAnnouncementString:]
0x000000026644ae2c  0x00000058  __TEXT,__text  func  -[SCROBrailleClient setAttributedAnnouncementString:]
0x000000026644ae84  0x00000098  __TEXT,__text  func  -[SCROBrailleClient setAlertString:timeout:priority:]
0x000000026644af1c  0x0000006c  __TEXT,__text  func  -[SCROBrailleClient setAttributedAlertString:timeout:priority:]
0x000000026644af88  0x00000128  __TEXT,__text  func  -[SCROBrailleClient _setMutableAttributedAlertString:timeout:priority:]
0x000000026644b0b0  0x00000048  __TEXT,__text  func  -[SCROBrailleClient clearTimeoutAlert]
0x000000026644b0f8  0x00000084  __TEXT,__text  func  -[SCROBrailleClient setAggregatedStatus:]
0x000000026644b17c  0x00000050  __TEXT,__text  func  -[SCROBrailleClient pendingAggregatedStatus]
0x000000026644b1cc  0x0000005c  __TEXT,__text  func  -[SCROBrailleClient aggregatedStatus]
0x000000026644b228  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setVirtualStatusAlignment:]
0x000000026644b2a0  0x00000064  __TEXT,__text  func  -[SCROBrailleClient virtualStatusAlignment]
0x000000026644b304  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setMasterStatusCellIndex:]
0x000000026644b37c  0x00000064  __TEXT,__text  func  -[SCROBrailleClient masterStatusCellIndex]
0x000000026644b3e0  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setShowDotsSevenAndEight:]
0x000000026644b458  0x00000064  __TEXT,__text  func  -[SCROBrailleClient showDotsSevenAndEight]
0x000000026644b4bc  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setContractionMode:]
0x000000026644b534  0x00000064  __TEXT,__text  func  -[SCROBrailleClient contractionMode]
0x000000026644b598  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setInputEightDotBraille:]
0x000000026644b610  0x00000064  __TEXT,__text  func  -[SCROBrailleClient inputEightDotBraille]
0x000000026644b674  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setShowEightDotBraille:]
0x000000026644b6ec  0x00000064  __TEXT,__text  func  -[SCROBrailleClient showEightDotBraille]
0x000000026644b750  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setInputContractionMode:]
0x000000026644b7c8  0x00000064  __TEXT,__text  func  -[SCROBrailleClient inputContractionMode]
0x000000026644b82c  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setAutomaticBrailleTranslationEnabled:]
0x000000026644b8a4  0x00000064  __TEXT,__text  func  -[SCROBrailleClient automaticBrailleTranslationEnabled]
0x000000026644b908  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setWordWrapEnabled:]
0x000000026644b980  0x00000064  __TEXT,__text  func  -[SCROBrailleClient wordWrapEnabled]
0x000000026644b9e4  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setAutoAdvanceEnabled:]
0x000000026644ba5c  0x00000064  __TEXT,__text  func  -[SCROBrailleClient autoAdvanceEnabled]
0x000000026644bac0  0x00000080  __TEXT,__text  func  -[SCROBrailleClient setAutoAdvanceDuration:]
0x000000026644bb40  0x00000064  __TEXT,__text  func  -[SCROBrailleClient autoAdvanceDuration]
0x000000026644bba4  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setBlinkEnabled:]
0x000000026644bc1c  0x00000064  __TEXT,__text  func  -[SCROBrailleClient blinkEnabled]
0x000000026644bc80  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setTactileGraphicsImageData:]
0x000000026644bcf8  0x00000108  __TEXT,__text  func  -[SCROBrailleClient setBrailleMap:]
0x000000026644be00  0x000000b0  __TEXT,__text  func  -[SCROBrailleClient setPlanarData:]
0x000000026644beb0  0x00000064  __TEXT,__text  func  -[SCROBrailleClient numberOfTextLinesInPlanarBraille]
0x000000026644bf14  0x00000064  __TEXT,__text  func  -[SCROBrailleClient displayMode]
0x000000026644bf78  0x00000064  __TEXT,__text  func  -[SCROBrailleClient persistentKeyModifiers]
0x000000026644bfdc  0x00000078  __TEXT,__text  func  -[SCROBrailleClient setPersistentKeyModifiers:]
0x000000026644c054  0x00000080  __TEXT,__text  func  -[SCROBrailleClient setLastUserInteractionTime:]
0x000000026644c0d4  0x000000a0  __TEXT,__text  func  -[SCROBrailleClient setExpandedStatusDisplayModeWithStatus:]
0x000000026644c174  0x00000048  __TEXT,__text  func  -[SCROBrailleClient setAnnouncementsDisplayMode]
0x000000026644c1bc  0x00000048  __TEXT,__text  func  -[SCROBrailleClient exitCurrentDisplayMode]
0x000000026644c204  0x0000011c  __TEXT,__text  func  -[SCROBrailleClient setDisplayDescriptorCallbackEnabled:]
0x000000026644c320  0x00000074  __TEXT,__text  func  -[SCROBrailleClient displayDescriptorCallbackEnabled]
0x000000026644c394  0x00000198  __TEXT,__text  func  -[SCROBrailleClient tokenForRouterIndex:location:appToken:forDisplayWithToken:]
0x000000026644c52c  0x000000c4  __TEXT,__text  func  -[SCROBrailleClient _getWorkingString]
0x000000026644c5f0  0x000000f8  __TEXT,__text  func  -[SCROBrailleClient tokenArray]
0x000000026644c6e8  0x000000a0  __TEXT,__text  func  -[SCROBrailleClient rangeOfCellRepresentingCharacterAtIndex:]
0x000000026644c788  0x00000158  __TEXT,__text  func  -[SCROBrailleClient setSelection:forToken:]
0x000000026644c8e0  0x000000d8  __TEXT,__text  func  -[SCROBrailleClient selectAllForToken:]
0x000000026644c9b8  0x000000e8  __TEXT,__text  func  -[SCROBrailleClient unselectAllForToken:]
0x000000026644caa0  0x000000fc  __TEXT,__text  func  -[SCROBrailleClient setFocused:forToken:]
0x000000026644cb9c  0x00000008  __TEXT,__text  func  -[SCROBrailleClient needsDisplay]
0x000000026644cba4  0x00000048  __TEXT,__text  func  -[SCROBrailleClient displayIfNeeded]
0x000000026644cbec  0x0000026c  __TEXT,__text  func  -[SCROBrailleClient display]
0x000000026644ce58  0x00000068  __TEXT,__text  func  -[SCROBrailleClient simulateKeypress:]
0x000000026644cec0  0x00000078  __TEXT,__text  func  -[SCROBrailleClient panDisplayLeft:]
