//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-B7C5B4B8-77DD-4B91-9883-FAC9B827A9D5/System/Library/Extensions/IOUSBDeviceFamily.kext/Contents/PlugIns/IOUSBDeviceLib.plugin/Contents/MacOS/IOUSBDeviceLib
// arch:    arm64e
// uuid:    C3FA82FC-5353-349A-89AC-AB6778B3CDD4
// text:    0x0000000224482000
// count:   109 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000224482828  0x0000009c  __TEXT,__text  func  IOUSBDeviceLibFactory
0x00000002244828c4  0x00000094  __TEXT,__text  cxx  __ZN19IOUSBDeviceIUnknown13factoryAddRefEv  // IOUSBDeviceIUnknown::factoryAddRef()
0x0000000224482958  0x000000a4  __TEXT,__text  cxx  __ZN19IOUSBDeviceIUnknown14factoryReleaseEv  // IOUSBDeviceIUnknown::factoryRelease()
0x00000002244829fc  0x00000050  __TEXT,__text  cxx  __ZN19IOUSBDeviceIUnknownC2EPv  // IOUSBDeviceIUnknown::IOUSBDeviceIUnknown(void*)
0x0000000224482a4c  0x00000048  __TEXT,__text  cxx  __ZN19IOUSBDeviceIUnknownD2Ev  // IOUSBDeviceIUnknown::~IOUSBDeviceIUnknown()
0x0000000224482a94  0x00000014  __TEXT,__text  sub  sub_224482a94
0x0000000224482aa8  0x00000014  __TEXT,__text  cxx  __ZN19IOUSBDeviceIUnknown6addRefEv  // IOUSBDeviceIUnknown::addRef()
0x0000000224482abc  0x00000054  __TEXT,__text  cxx  __ZN19IOUSBDeviceIUnknown7releaseEv  // IOUSBDeviceIUnknown::release()
0x0000000224482b10  0x00000020  __TEXT,__text  cxx  __ZN19IOUSBDeviceIUnknown21genericQueryInterfaceEPv11CFUUIDBytesPS0_  // IOUSBDeviceIUnknown::genericQueryInterface(void*, CFUUIDBytes, void**)
0x0000000224482b30  0x00000020  __TEXT,__text  cxx  __ZN19IOUSBDeviceIUnknown13genericAddRefEPv  // IOUSBDeviceIUnknown::genericAddRef(void*)
0x0000000224482b50  0x00000020  __TEXT,__text  cxx  __ZN19IOUSBDeviceIUnknown14genericReleaseEPv  // IOUSBDeviceIUnknown::genericRelease(void*)
0x0000000224482b70  0x00000020  __TEXT,__text  cxx  __ZN25IOUSBDeviceInterfaceClass6_probeEPvPK14__CFDictionaryjPi  // IOUSBDeviceInterfaceClass::_probe(void*, __CFDictionary const*, unsigned int, int*)
0x0000000224482b90  0x00000020  __TEXT,__text  cxx  __ZN25IOUSBDeviceInterfaceClass6_startEPvPK14__CFDictionaryj  // IOUSBDeviceInterfaceClass::_start(void*, __CFDictionary const*, unsigned int)
0x0000000224482bb0  0x00000020  __TEXT,__text  cxx  __ZN25IOUSBDeviceInterfaceClass5_stopEPv  // IOUSBDeviceInterfaceClass::_stop(void*)
0x0000000224482bd0  0x00000020  __TEXT,__text  cxx  __ZN25IOUSBDeviceInterfaceClass5_openEPvj  // IOUSBDeviceInterfaceClass::_open(void*, unsigned int)
0x0000000224482bf0  0x00000020  __TEXT,__text  cxx  __ZN25IOUSBDeviceInterfaceClass6_closeEPvj  // IOUSBDeviceInterfaceClass::_close(void*, unsigned int)
0x0000000224482c10  0x00000020  __TEXT,__text  cxx  __ZN25IOUSBDeviceInterfaceClass20_scheduleWithRunLoopEPvP11__CFRunLoopPK10__CFString  // IOUSBDeviceInterfaceClass::_scheduleWithRunLoop(void*, __CFRunLoop*, __CFString const*)
0x0000000224482c30  0x00000020  __TEXT,__text  cxx  __ZN25IOUSBDeviceInterfaceClass22_unscheduleFromRunLoopEPvP11__CFRunLoopPK10__CFString  // IOUSBDeviceInterfaceClass::_unscheduleFromRunLoop(void*, __CFRunLoop*, __CFString const*)
0x0000000224482c50  0x00000028  __TEXT,__text  cxx  __ZN25IOUSBDeviceInterfaceClass25_setClassCommandCallbacksEPvPFiS0_S0_P22IOUSBDeviceSetupPacketPyPP17__IOUSBDeviceDataPiEPFvS0_S0_S2_iyS5_EPFiS0_S0_S2_iyS5_ES0_S0_P11__CFRunLoopPK10__CFString  // IOUSBDeviceInterfaceClass::_setClassCommandCallbacks(void*, int (*)(void*, void*, IOUSBDeviceSetupPacket*, unsigned long long*, __IOUSBDeviceData**, int*), void (*)(void*, void*, IOUSBDeviceSetupPacket*, int, unsigned long long, __IOUSBDeviceData*), int (*)(void*, void*, IOUSBDeviceSetupPacket*, int, unsigned long long, __IOUSBDeviceData*), void*, void*, __CFRunLoop*, __CFString const*)
0x0000000224482c78  0x00000020  __TEXT,__text  cxx  __ZN25IOUSBDeviceInterfaceClass19_setMessageCallbackEPvPFvS0_jS0_S0_ES0_S0_  // IOUSBDeviceInterfaceClass::_setMessageCallback(void*, void (*)(void*, unsigned int, void*, void*), void*, void*)
